# file_id: 12
# date: 2024-04-09
# instrument: qwe
# sample: qwe
# spring_constant: 122
# inv_ols: 23
# tip_geometry: 12
# tip_radius: 123
# sampling_rate: 23
# velocity: 2
# geometry: approach
# parameter: force
# unit: N
# value: 1.07171586320023e-12
# curve_id: 0
# file_id: 12
# date: 2024-04-09
# instrument: qwe
# sample: qwe
# spring_constant: 122.0
# inv_ols: 23.0
# tip_geometry: 12
# tip_radius: 123.0
# segment_type: approach
# sampling_rate: 23.0
# velocity: 2.0
# no_points: 2000
# Index	Z (m)	Force (N)
524	-1.3797311099022998e-13	5.383039607859997e-07
525	-5.5830991488023e-13	5.394959488859998e-07
526	-1.09121161370023e-12	5.406086736859997e-07
527	-2.6870466676023004e-13	5.418105107859998e-07
528	9.2648902583977e-13	5.428589198859997e-07
529	1.18478276949977e-12	5.439956821859998e-07
530	-6.419330286202301e-13	5.451405800859998e-07
531	-2.1218670749023e-13	5.462615533859998e-07
532	6.7709847950977e-13	5.474018653859998e-07
533	-4.8208929550023e-13	5.485979982859997e-07
534	-1.4510053733023e-13	5.496765492859998e-07
535	1.1349151273997699e-12	5.508447460859997e-07
536	1.17737297249977e-12	5.519530900859997e-07
537	-3.8076445896023e-13	5.531046052859997e-07
538	6.637369893597699e-13	5.541197024859998e-07
539	8.2088481241977e-13	5.552046449859998e-07
540	-8.6533086373023e-13	5.563958739859998e-07
541	-7.0591190379023e-13	5.575668202859997e-07
542	6.7850303039977e-13	5.587387924859997e-07
543	7.5795752474977e-13	5.598270898859997e-07
544	-2.1843537669023e-13	5.610190164859997e-07
545	2.7051507686976996e-13	5.620695594859999e-07
546	2.2684255092977e-13	5.633118387859997e-07
547	1.01723469749977e-12	5.644439844859997e-07
548	9.1169133979977e-13	5.655330101859998e-07
549	1.37648936019977e-12	5.666734965859998e-07
550	-4.595190268923e-14	5.678414574859998e-07
551	-1.34772471790023e-12	5.689057992859998e-07
552	-5.0095579749023e-13	5.700501637859998e-07
553	5.3806011281977e-13	5.712116407859998e-07
554	4.3635431923976996e-13	5.722934746859998e-07
555	-3.2231980639023e-13	5.734432765859998e-07
556	2.6299817367976996e-13	5.746236819859997e-07
557	5.1755902517977e-13	5.756945794859997e-07
558	1.4668771999997699e-12	5.768357019859999e-07
559	-1.4368624953023e-13	5.779424968859999e-07
560	5.1992631414977e-13	5.791040866859998e-07
561	1.36179634609977e-12	5.802336982859998e-07
562	5.9626864504977e-13	5.814801017859998e-07
563	-3.1057221093023003e-13	5.825286955859998e-07
564	-2.9567107011023e-13	5.836763327859997e-07
565	9.9052753964977e-13	5.848621756859997e-07
566	-7.9038699814023e-13	5.859477542859998e-07
567	-6.7772351683023e-13	5.871538797859997e-07
568	-2.2412895618230003e-14	5.882521080859997e-07
569	-1.0221053124230002e-14	5.893987705859998e-07
570	9.197402075077e-14	5.904323242859999e-07
571	-1.7895946379023e-13	5.916716693859997e-07
572	1.44093317339977e-12	5.926854738859998e-07
573	7.1244106934977e-13	5.939227978859998e-07
574	-8.5190730070023e-13	5.950673572859997e-07
575	-1.76014905620023e-12	5.962277057859997e-07
576	-5.2621458828023e-13	5.972783206859998e-07
577	1.0291782484997699e-12	5.984173194859999e-07
578	-4.4515715327023004e-13	5.995201336859997e-07
579	-4.6823852505023e-13	6.007315735859997e-07
580	-7.3970023757023e-13	6.017813060859997e-07
581	-1.85136331720023e-12	6.028962981859999e-07
582	-5.4363759170023e-13	6.040331425859998e-07
583	9.8957818982977e-13	6.051204036859998e-07
584	1.19120183479977e-12	6.062114401859998e-07
585	2.0241261555977e-13	6.074093890859999e-07
586	-5.7588384058023e-13	6.085715533859997e-07
587	-3.5498474289023e-13	6.096179516859998e-07
588	1.34681365859977e-12	6.108367063859998e-07
589	1.9689688458997703e-12	6.117953055859999e-07
590	1.9490058082977e-13	6.130727126859997e-07
591	-9.8561835436023e-13	6.142443361859998e-07
592	1.3297984738977e-13	6.153875002859999e-07
593	1.08552946299977e-12	6.164593518859998e-07
594	1.1348044551976999e-13	6.176582343859998e-07
595	-3.6155838183023004e-13	6.188009059859998e-07
596	6.9590899420977e-13	6.200297558859997e-07
597	1.16779549329977e-12	6.211154780859998e-07
598	3.761765798977e-14	6.221963681859999e-07
599	4.9420623671977e-13	6.233372649859998e-07
600	1.54072322769977e-12	6.245339621859998e-07
601	-4.2831349666023e-13	6.256498878859999e-07
602	-6.9707808200023e-13	6.267427095859997e-07
603	6.5739581940977e-13	6.278383422859997e-07
604	9.7485596492977e-13	6.289963618859997e-07
605	-1.7124782218022998e-13	6.302409905859998e-07
606	-1.0332939720002301e-12	6.313661495859998e-07
607	-8.7987538981023e-13	6.325581274859997e-07
608	4.594515987077e-14	6.335814730859997e-07
609	9.2632228105977e-13	6.346868726859998e-07
610	-2.3840336790023e-13	6.359693684859997e-07
611	-1.24103483780023e-12	6.370868432859999e-07
612	-4.4082787467023003e-13	6.381535960859998e-07
613	4.5512953759977e-13	6.392700346859998e-07
614	9.1194449974977e-13	6.402811922859998e-07
615	3.8909860628977e-13	6.414537697859998e-07
616	-4.0352572944023e-13	6.425758510859998e-07
617	6.782523898777e-14	6.437979605859997e-07
618	5.9334270021977e-13	6.448428609859997e-07
619	7.4990143953977e-13	6.458962253859997e-07
620	3.0942718527999794e-16	6.471685131859997e-07
621	1.00580233479977e-12	6.482796373859998e-07
622	1.9112836731997703e-12	6.494326607859998e-07
623	-7.2389599730023e-13	6.506579813859998e-07
624	-1.84873069710023e-12	6.518018225859997e-07
625	-4.0377158671023004e-13	6.529048420859998e-07
626	-1.8083990671023e-13	6.539862758859997e-07
627	6.625697759297699e-13	6.551196525859999e-07
628	3.9191866209977e-13	6.562527625859998e-07
629	3.8160847962977e-13	6.573719301859998e-07
630	1.9745165419977e-13	6.585368440859998e-07
631	6.960961499869998e-15	6.596694307859999e-07
632	1.8911563250977e-13	6.607280889859998e-07
633	5.0537448536977e-13	6.618481285859997e-07
634	-8.542989319702301e-13	6.628982407859998e-07
635	-1.22680311030023e-12	6.640081544859998e-07
636	5.9836451733977e-13	6.650974366859997e-07
637	8.8783223144977e-13	6.663023002859998e-07
638	3.7687877013976996e-13	6.674849319859998e-07
639	-1.00009593910023e-12	6.684873998859998e-07
640	-4.848046794002301e-13	6.696738069859997e-07
641	5.379555261177e-14	6.708306672859998e-07
642	-9.2627181947023e-13	6.720300626859998e-07
643	-4.7878847920023e-13	6.731121018859998e-07
644	1.23924623839977e-12	6.743424700859998e-07
645	7.352377213676999e-14	6.753533711859998e-07
646	-9.490172674602301e-13	6.764366106859997e-07
647	-5.8040907472023e-13	6.776673789859998e-07
648	1.20048964059977e-12	6.789377482859997e-07
649	5.4136823180977e-13	6.800154477859999e-07
650	-6.9417526236023e-13	6.810859348859998e-07
651	-1.1978454214022998e-13	6.822778102859998e-07
652	2.1543574770977002e-13	6.834548505859999e-07
653	-4.563290532702301e-13	6.845465847859997e-07
654	-7.8610640415023e-13	6.856637209859997e-07
655	1.4683792052977e-13	6.868871129859997e-07
656	1.17686543539977e-12	6.879665769859998e-07
657	5.7233650977977e-13	6.891212930859998e-07
658	-2.7604143691023004e-13	6.903109113859998e-07
659	9.432183588176999e-14	6.914413744859998e-07
660	6.5419115520977e-13	6.925671182859997e-07
661	-2.3149137094023e-13	6.936320961859997e-07
662	-5.300217244802301e-13	6.947866788859997e-07
663	5.1357540727977e-13	6.958500357859997e-07
664	7.5885575572977e-13	6.971303873859998e-07
665	-7.9698011093023e-13	6.981245247859997e-07
666	1.5382181247769997e-14	6.992073744859998e-07
667	3.2275852771977e-13	7.004407383859998e-07
668	-5.4406358200023e-13	7.014034309859998e-07
669	-3.6793971658023e-13	7.026700863859997e-07
670	5.2520859391977e-13	7.036833676859998e-07
671	5.8457825399977e-13	7.048178626859997e-07
672	-5.614645921623e-14	7.059606984859998e-07
673	-5.7001369419023e-13	7.070833234859997e-07
674	9.0938368946977e-13	7.081445361859998e-07
675	1.48415658389977e-12	7.092753583859998e-07
676	1.7150397622977e-13	7.104317569859997e-07
677	1.30341376639977e-12	7.116010002859997e-07
678	1.49124141119977e-12	7.127944246859998e-07
679	-2.4623185256023003e-13	7.138493074859998e-07
680	-2.3327201893002296e-12	7.149325058859998e-07
681	-1.0847875948023e-13	7.160758136859998e-07
682	7.484287302097699e-13	7.173118039859998e-07
683	3.3392555925977e-13	7.183692310859997e-07
684	3.7188007820977e-13	7.195271172859997e-07
685	-9.369324459023001e-14	7.207323707859998e-07
686	-3.9884957302023e-13	7.217948556859998e-07
687	-3.7346420226023004e-13	7.230629370859997e-07
688	4.5272816939977e-13	7.242624966859998e-07
689	-5.7609926996023e-13	7.252864475859998e-07
690	-5.4245212154023e-13	7.265045456859997e-07
691	-8.268761104502301e-13	7.276334698859998e-07
692	1.14399115509977e-12	7.287445838859998e-07
693	7.5083740109977e-13	7.299568341859999e-07
694	-1.6305176874023e-13	7.310556985859997e-07
695	9.0844042522977e-13	7.322454399859999e-07
696	1.4463907177997699e-12	7.332936131859998e-07
697	4.144791937777e-14	7.344830057859998e-07
698	-1.6332561964023e-13	7.355685022859997e-07
699	6.1972488828977e-13	7.366030510859997e-07
700	-1.3095157367022998e-13	7.376923640859997e-07
701	-9.8029712691023e-13	7.387927262859997e-07
702	-4.5276899145023e-13	7.399820265859998e-07
703	5.2972165690977e-13	7.412459529859997e-07
704	8.920045021897699e-13	7.423401391859998e-07
705	6.9439612007977e-13	7.435446744859998e-07
706	1.7375807349977e-13	7.446223328859998e-07
707	-1.5042541613023e-13	7.458771593859999e-07
708	-8.6738535411023e-13	7.469231369859998e-07
709	7.3245044246977e-13	7.480197238859998e-07
710	3.4749882744976997e-13	7.491343465859999e-07
711	-3.0574391512023e-13	7.502717243859999e-07
712	-5.2118790269023e-13	7.513678290859997e-07
713	-1.29764651500023e-12	7.525052376859997e-07
714	5.712557967176999e-14	7.536501048859998e-07
715	-9.4561543061023e-13	7.548354244859997e-07
716	-7.4196042041023e-13	7.559881912859997e-07
717	4.1543819532977e-13	7.571263796859997e-07
718	-1.9027985184023e-13	7.582177855859997e-07
719	-7.1747814909023e-13	7.594044388859997e-07
720	-3.4717451495023e-13	7.605050986859997e-07
721	6.0559539846977e-13	7.616982153859997e-07
722	-6.7804483523023e-13	7.627574788859997e-07
723	1.9581828565977e-13	7.638781339859997e-07
724	2.8736360193977e-13	7.649247682859998e-07
725	-5.7111883475023e-13	7.660473214859997e-07
726	6.8648243734977e-13	7.672657888859997e-07
727	-8.6543796986023e-13	7.683488642859998e-07
728	-1.56672024750023e-12	7.694721457859998e-07
729	1.3956565748977e-13	7.705697790859997e-07
730	-6.6081170177023e-13	7.716353725859998e-07
731	-8.6410036031023e-13	7.727720732859997e-07
732	7.4177719588977e-13	7.739910434859997e-07
733	3.2391235288977e-13	7.750646802859998e-07
734	-7.2394711614023e-13	7.761532545859998e-07
735	-3.2983305824023004e-13	7.773027999859998e-07
736	-3.7235662748023004e-13	7.784067016859998e-07
737	7.6236591582977e-13	7.795053608859997e-07
738	9.3339737144977e-13	7.806881669859998e-07
739	-2.1936646978022999e-13	7.818106072859997e-07
740	1.5282377805769997e-14	7.827999433859997e-07
741	1.22203744729977e-12	7.840068895859998e-07
742	-4.060998428023e-14	7.851484942859997e-07
743	-1.42799954790023e-12	7.863498081859998e-07
744	-9.5934570665023e-13	7.874825179859998e-07
745	1.26499552659977e-12	7.886559368859998e-07
746	1.59488485209977e-12	7.897827681859998e-07
747	2.6984201218977e-13	7.908808220859997e-07
748	-1.06995469760023e-12	7.920351072859998e-07
749	-6.1481083454023e-13	7.932260284859998e-07
750	5.804693584377e-14	7.943030815859999e-07
751	-4.848350220823e-14	7.954253577859998e-07
752	-4.713607053830002e-15	7.965555232859997e-07
753	-6.727819441123001e-14	7.978540543859997e-07
754	1.3493453432977e-13	7.989445266859997e-07
755	-1.10890846810023e-12	8.001478924859998e-07
756	-9.0652899456023e-13	8.013008233859997e-07
757	3.5340913863977e-13	8.024114244859998e-07
758	6.6237138615977e-13	8.036655737859998e-07
759	3.8546916889976997e-13	8.047643663859997e-07
760	3.2976545965976997e-13	8.058904282859998e-07
761	1.46381737249977e-12	8.070083133859997e-07
762	1.4587200942997699e-12	8.080991344859997e-07
763	2.0166652396977e-13	8.092063910859997e-07
764	-1.6226794658023e-13	8.103175666859998e-07
765	9.840524870297699e-13	8.114271007859998e-07
766	-9.4204684898023e-13	8.125123099859998e-07
767	-1.44581933090023e-12	8.136014690859997e-07
768	3.9572944963976997e-13	8.148260921859998e-07
769	1.10258002919977e-12	8.159763556859997e-07
770	2.0856148131977e-13	8.169943869859999e-07
771	-5.082036330323e-14	8.182777855859997e-07
772	-1.2049898873022998e-13	8.193916080859997e-07
773	6.2711034303977e-13	8.206012114859998e-07
774	-1.4463925069023e-13	8.217006093859998e-07
775	-2.6274201962023e-13	8.227989403859999e-07
776	4.1389002484976997e-13	8.240737313859997e-07
777	1.1474259392977e-13	8.251792027859997e-07
778	2.6582074891769998e-14	8.262430624859997e-07
779	5.5944604318977e-13	8.274107257859997e-07
780	-7.181316547323001e-14	8.284279260859997e-07
781	-1.24902641590023e-12	8.295610976859998e-07
782	-1.08487774650023e-12	8.306440806859999e-07
783	8.934870336477e-14	8.316653128859998e-07
784	4.7872818331977e-13	8.327945755859998e-07
785	7.5775913497977e-13	8.339483888859998e-07
786	1.4029251013997699e-12	8.349906731859997e-07
787	7.4574985975977e-13	8.359914175859999e-07
788	9.4813298461977e-13	8.372290493859997e-07
789	-2.3743819558023e-13	8.383947018859997e-07
790	-8.5857587462023e-13	8.395579126859997e-07
791	3.4138890937976997e-13	8.406767930859997e-07
792	5.904983872976999e-14	8.418990769859997e-07
793	3.6151999401977e-13	8.429917344859999e-07
794	-1.36364458420023e-12	8.441116201859999e-07
795	-1.5321383547002301e-12	8.452623967859997e-07
796	2.5155242276976997e-13	8.464080641859998e-07
797	9.0730729101977e-13	8.475352339859999e-07
798	2.5499320730976997e-13	8.486097119859997e-07
799	-6.2470232939023e-13	8.498214903859998e-07
800	-5.4795956761023e-13	8.510338329859998e-07
801	5.3070630306977e-13	8.521725035859998e-07
802	7.620421631997699e-13	8.532928919859998e-07
803	3.6259957515977e-13	8.544308443859998e-07
804	-3.1904820086023003e-13	8.555735160859999e-07
805	4.2568630491977e-13	8.565977234859999e-07
806	3.9204280783976997e-13	8.578141903859998e-07
807	-2.7228541954023004e-13	8.590225215859999e-07
808	-1.12589087580023e-12	8.600815080859998e-07
809	-1.12205331170023e-12	8.612920860859997e-07
810	2.0764012514977e-13	8.623796447859998e-07
811	1.02855508549977e-12	8.635301237859998e-07
812	-3.0409472408023e-13	8.646653573859999e-07
813	-1.74918893430023e-12	8.657376091859997e-07
814	-2.5855514350023e-13	8.668052955859998e-07
815	1.30667806929977e-12	8.681486187859997e-07
816	5.2917638931977e-13	8.691598891859997e-07
817	-6.3363473751023e-13	8.702065645859997e-07
818	-4.8444319620023e-13	8.713636402859997e-07
819	1.57370583129977e-12	8.725121597859998e-07
820	-2.0562523969023e-13	8.734863529859997e-07
821	-1.24083279670023e-12	8.746472041859997e-07
822	1.6607199129977002e-13	8.758736020859998e-07
823	-2.0009093189230004e-14	8.769273254859997e-07
824	-6.7572379663023e-13	8.781335022859997e-07
825	7.396764551397699e-13	8.792620263859998e-07
826	6.795351440497699e-13	8.804610318859997e-07
827	-6.348871490002301e-13	8.815961014859999e-07
828	-3.8701434527023e-13	8.826393911859998e-07
829	3.8231684064977e-13	8.838120405859998e-07
830	-6.8377136203023e-13	8.849521678859999e-07
831	-1.40587361150023e-12	8.861167226859997e-07
832	1.46204890419977e-12	8.871681172859998e-07
833	2.4186175191976997e-13	8.883036381859999e-07
834	-2.0047831165002297e-12	8.894079194859997e-07
835	-5.7531423069023e-13	8.905480365859998e-07
836	1.92849976699977e-12	8.916120911859997e-07
837	-6.2679820169023e-13	8.928736271859999e-07
838	-1.32119647610023e-12	8.938733866859998e-07
839	8.1166151378977e-13	8.950455743859997e-07
840	-4.4268632431230003e-14	8.960798461859997e-07
841	-1.08817247720023e-12	8.972779488859998e-07
842	-6.9119211312023e-13	8.985733816859998e-07
843	3.237554302277e-14	8.996641412859997e-07
844	1.6159057330977001e-13	9.009161873859998e-07
845	-7.571888800123001e-14	9.020952693859998e-07
846	-3.800657496623e-14	9.032567976859997e-07
847	-3.8977841378023004e-13	9.043582165859999e-07
848	1.1783406641977e-13	9.055658194859998e-07
849	-3.943911950223e-14	9.067713498859997e-07
850	-5.6782166980023e-13	9.079098665859999e-07
851	-1.62195293320023e-12	9.091013006859997e-07
852	1.82798187779977e-12	9.101532390859998e-07
853	3.5530296981976996e-13	9.112335853859997e-07
854	-9.7968248376023e-13	9.123485056859997e-07
855	-1.18762295640023e-12	9.134570137859998e-07
856	-1.05638873210023e-12	9.143752425859997e-07
857	-2.4279471937023003e-13	9.155714883859998e-07
858	-2.1186043543230002e-14	9.168632482859998e-07
859	-5.5594506013023e-13	9.178756882859999e-07
860	4.098906696477e-14	9.190300657859997e-07
861	-5.5214279239023e-13	9.200519545859997e-07
862	-6.028952771902301e-13	9.212025361859998e-07
863	1.3834002252977e-13	9.223232118859997e-07
864	-6.1060691880023e-13	9.233620593859997e-07
865	-1.75292791200023e-12	9.245367708859998e-07
866	6.6245901844977e-13	9.257176686859997e-07
867	1.1981796411977001e-13	9.268512505859998e-07
868	5.2899747338977e-13	9.281652835859999e-07
869	6.826339192297699e-13	9.292991424859998e-07
870	1.7577856984769996e-14	9.303970732859997e-07
871	-1.04800402580023e-12	9.315864145859998e-07
872	2.8034093269769998e-14	9.326741475859997e-07
873	1.29968452559977e-12	9.337378328859997e-07
874	9.7662199901977e-13	9.348878604859997e-07
875	5.456607169969998e-15	9.359243687859997e-07
876	-2.8807262020023e-13	9.370579814859998e-07
877	-5.265590318602301e-13	9.381846383859998e-07
878	-8.6744499275023e-13	9.392575364859997e-07
879	7.1987399158977e-13	9.404035731859998e-07
880	5.8527079251977e-13	9.415994187859998e-07
881	-1.81265053550023e-12	9.426632681859998e-07
882	-6.8080160105023e-13	9.438957395859997e-07
883	1.1525669484997699e-12	9.450332918859999e-07
884	9.5003655271977e-13	9.461557013859998e-07
885	-5.3444106960023e-13	9.472364375859998e-07
886	-5.521293189323e-14	9.486517401859997e-07
887	-7.030090841502301e-13	9.497138557859997e-07
888	-8.423374042030001e-15	9.508691155859998e-07
889	-4.8888810074023e-13	9.520420419859998e-07
890	-4.0098682723023e-13	9.530804687859997e-07
891	4.556297719297699e-13	9.542121424859997e-07
892	-9.225145849902301e-13	9.552542010859999e-07
893	-2.2238419361002297e-12	9.563350911859997e-07
894	-5.8955812933023e-13	9.573760007859997e-07
895	-1.6713640719023e-13	9.584939987859998e-07
896	-6.5363802506023e-13	9.596283090859999e-07
897	-2.8472433641023004e-13	9.607570896859998e-07
898	8.9090179585977e-13	9.618534918859999e-07
899	-5.0486152002023e-13	9.630970535859998e-07
900	-4.997824984802301e-13	9.641415743859997e-07
901	-4.4810987464023e-13	9.652991528859998e-07
902	-6.7822983673023e-13	9.664406036859997e-07
903	-1.0453652349023e-13	9.676203011859999e-07
904	3.3268897025977e-13	9.687299891859997e-07
905	8.798675150777e-14	9.699899759859997e-07
906	-1.36924209670023e-12	9.710704864859998e-07
907	-6.5062323082023e-13	9.721609382859998e-07
908	4.9363419259977e-13	9.732626342859997e-07
909	-8.745760704302301e-13	9.744625323859997e-07
910	-1.11677103200023e-12	9.755830028859998e-07
911	2.4406351322977e-13	9.766718028859997e-07
912	1.3801261854977e-13	9.779024891859998e-07
913	-9.032183561523001e-14	9.790354042859998e-07
914	2.8199368987977e-13	9.801972300859997e-07
915	-7.8644232793023e-13	9.813902338859997e-07
916	-2.9454280436023004e-13	9.826042795859997e-07
917	5.5280059444977e-13	9.836188432859997e-07
918	-9.6701840058023e-13	9.848575625859997e-07
919	-1.00795850300023e-12	9.859967563859997e-07
920	4.907021621997699e-13	9.870458425859997e-07
921	1.19940762519977e-12	9.881236343859998e-07
922	-9.6896578483023e-13	9.893166689859998e-07
923	-2.2553238367002298e-12	9.904461779859997e-07
924	-1.35081375620023e-12	9.915918863859999e-07
925	2.5302026364976996e-13	9.925722249859998e-07
926	-2.2549586169023e-13	9.936227372859997e-07
927	-1.07353423330023e-12	9.949167439859998e-07
928	-2.8517710325023e-13	9.959490152859997e-07
929	8.0411539982977e-13	9.970753130859998e-07
930	1.5775309442769996e-14	9.982750367859997e-07
931	-6.0642977959023e-13	9.993135045859998e-07
932	7.0817264649977e-13	1.0005028971859998e-06
933	4.2534186132977e-13	1.0015585288859998e-06
934	-1.9786856482023e-13	1.0026941420859998e-06
935	-8.8159273929023e-13	1.0038610359859998e-06
936	-3.9721498737023e-13	1.0049963824859997e-06
937	-3.6714007193023004e-13	1.0061829229859998e-06
938	1.1455767761769998e-14	1.0072763909859997e-06
939	1.2925547501977e-13	1.0084906520859998e-06
940	-4.5443643921023004e-13	1.0094706316859998e-06
941	8.0016951249977e-13	1.0105273507859998e-06
942	-7.3650652741023e-13	1.0117332711859998e-06
943	-9.7793714063023e-13	1.0128423640859997e-06
944	-9.478634422902301e-13	1.0139767769859997e-06
945	1.11816762289977e-12	1.0151968653859997e-06
946	8.224927067377e-14	1.0162675679859998e-06
947	-1.20728545170023e-12	1.0174554421859997e-06
948	-8.2424470749023e-13	1.0186813886859998e-06
949	-7.4514195942023e-13	1.0197120183859998e-06
950	-4.795892557723e-14	1.0208534589859997e-06
951	8.1284820105977e-13	1.0219748835859998e-06
952	-1.00150049000023e-12	1.0230729888859997e-06
953	-1.90292883490023e-12	1.0242437914859998e-06
954	-5.291064538802301e-13	1.0254039245859998e-06
955	-1.0633907104023e-13	1.0265282320859999e-06
956	-3.3203725378023004e-13	1.0276469994859998e-06
957	-4.4422484307023e-13	1.0288705555859999e-06
958	5.2263317824977e-13	1.0299137734859997e-06
959	6.178226224977e-14	1.0309798491859998e-06
960	-7.849877901223001e-14	1.0320913735859998e-06
961	4.3933260001977e-13	1.0332478849859997e-06
962	-2.8422775343023e-13	1.0343920545859998e-06
963	-1.20083595850023e-12	1.0353923064859997e-06
964	-5.0576705370023e-13	1.0365930560859999e-06
965	1.1799107427977002e-13	1.0376823793859999e-06
966	-7.8163472307023e-13	1.0388758653859998e-06
967	-3.2249263675023e-13	1.0399857892859998e-06
968	3.4904708311769997e-14	1.0412058264859998e-06
969	-6.3080129343023e-13	1.0423197822859998e-06
970	-5.7575239214023e-13	1.0434976844859997e-06
971	4.0740036684976996e-13	1.0446664967859997e-06
972	2.7650693476977e-13	1.0458641275859999e-06
973	-1.74245707030023e-12	1.0470665391859997e-06
974	-1.55124706260023e-12	1.0482128734859997e-06
975	-4.2390145423023e-13	1.0493275166859998e-06
976	-6.3304078531023e-13	1.0504870033859998e-06
977	-4.8448822946023e-13	1.0516107773859997e-06
978	5.899408633597699e-13	1.0527515202859998e-06
979	-1.9579094925023e-13	1.0538123739859998e-06
980	-4.1460756292023e-13	1.0548724273859998e-06
981	8.9231730078977e-13	1.0559466181859998e-06
982	-3.4725362743023e-13	1.0572384088859999e-06
983	-5.4323716082023e-13	1.0582491663859998e-06
984	-4.5968342263023e-13	1.0593438757859998e-06
985	-5.2353084936023e-13	1.0604021543859997e-06
986	-1.38878653190023e-12	1.0615999902859997e-06
987	-1.07570921800023e-12	1.0627721061859998e-06
988	6.4073716429977e-13	1.0638762438859998e-06
989	-3.768403945023e-14	1.0650331041859997e-06
990	-2.1376652296022998e-13	1.0661035913859997e-06
991	6.8709586338977e-13	1.0673252699859997e-06
992	1.1761863703977e-13	1.0684376356859998e-06
993	-5.6488598805023e-13	1.0695621072859998e-06
994	-1.46980136790023e-12	1.0708220017859998e-06
995	-6.800701148502301e-13	1.0718255161859998e-06
996	8.6358608046977e-13	1.0730405262859998e-06
997	-4.8856556523023e-13	1.0741096899859998e-06
998	-8.9465116778023e-13	1.0751469061859997e-06
999	-2.4495631588023004e-13	1.0763708828859999e-06
1000	-6.471629724402301e-13	1.0775337961859998e-06
1001	-1.50079277100023e-12	1.0786044782859997e-06
1002	-1.63517810650023e-12	1.0797825958859997e-06
1003	-8.3755629592023e-13	1.0808071315859999e-06
1004	-7.377872125030002e-15	1.0819391027859997e-06
1005	-8.6245482062023e-13	1.0829993305859998e-06
1006	-1.19930361050023e-12	1.0841499942859998e-06
1007	-7.7408860912023e-13	1.0852899779859997e-06
1008	-8.8614353285023e-13	1.0863416598859998e-06
1009	-1.66176720410023e-12	1.0873813074859998e-06
1010	-1.11245635880023e-12	1.0886296500859997e-06
1011	-1.67067283570023e-12	1.0898419311859998e-06
1012	-1.2711353127002301e-12	1.0908614397859998e-06
1013	-8.7634088741023e-13	1.0919369642859997e-06
1014	2.2150550097977e-13	1.0930556188859998e-06
1015	-5.7218259340023e-13	1.0942994678859998e-06
1016	-1.74149554940023e-12	1.0953493030859998e-06
1017	-1.58427469940023e-12	1.0964121264859997e-06
1018	-1.29753332320023e-12	1.0976672094859998e-06
1019	6.082791373797699e-13	1.0988039717859999e-06
1020	-1.3438262129022999e-13	1.0998393002859997e-06
1021	-1.79173806290023e-12	1.1010386545859998e-06
1022	-9.8846396959023e-13	1.1021829779859997e-06
1023	1.4018882044977e-13	1.1032878851859998e-06
1024	-3.962412100523e-14	1.1044631711859999e-06
1025	-6.844127817202301e-13	1.1055893868859997e-06
1026	-9.344423135002301e-13	1.1068181649859997e-06
1027	-3.7914447869023e-13	1.1079053337859998e-06
1028	-3.2050265347023003e-13	1.1090143651859998e-06
1029	-1.04194157520023e-12	1.1101592527859997e-06
1030	-3.1693650607023e-13	1.1112433027859998e-06
1031	9.1541327793977e-13	1.1124748097859997e-06
1032	-2.1322003825023e-13	1.1136500034859998e-06
1033	-2.02117522340023e-12	1.1147636515859997e-06
1034	-2.05747081440023e-12	1.1158568323859998e-06
1035	-1.5795205624023e-13	1.1170069932859997e-06
1036	4.366185184277e-14	1.1180796143859998e-06
1037	-1.03302133820023e-12	1.1191977457859998e-06
1038	1.7758711776977e-13	1.1202416818859998e-06
1039	-4.9072107617023e-13	1.1212368143859998e-06
1040	-1.34291833020023e-12	1.1223984657859999e-06
1041	-9.1572673378023e-13	1.1235301599859999e-06
1042	-1.8505989689002296e-12	1.1247116630859997e-06
1043	-2.05190372970023e-12	1.1258569919859998e-06
1044	1.4698032299977e-13	1.1268924435859998e-06
1045	1.44010310089977e-12	1.1281854140859998e-06
1046	-7.5849858112023e-13	1.1292773226859997e-06
1047	-2.5956645300002297e-12	1.1303676411859998e-06
1048	-2.21373379480023e-12	1.1315325446859997e-06
1049	-1.21612657620023e-12	1.1326333788859998e-06
1050	1.49597964049977e-12	1.1336978951859997e-06
1051	7.931480603776999e-14	1.1348177706859997e-06
1052	-1.02167417370023e-12	1.1359521527859999e-06
1053	-3.7107987368023e-13	1.1370834981859997e-06
1054	-6.9818078833023e-13	1.1383294195859997e-06
1055	-3.684788134023e-14	1.1393837482859998e-06
1056	-5.2628152961023e-13	1.1404921845859998e-06
1057	-7.8700098378023e-13	1.1416548208859997e-06
1058	1.8818332229977e-13	1.1429095755859998e-06
1059	6.146081361797699e-13	1.1441302897859998e-06
1060	-5.2748647361023e-13	1.1452602808859998e-06
1061	-9.572582689723e-14	1.1463355488859998e-06
1062	1.02954338299977e-12	1.1475178112859998e-06
1063	-2.3653753037023e-13	1.1487489797859998e-06
1064	-4.5300267755023e-13	1.1497691962859997e-06
1065	1.8512601422769997e-14	1.1509179927859997e-06
1066	-4.2072478368023e-13	1.1520775512859998e-06
1067	4.1119046343976997e-13	1.1531615909859997e-06
1068	4.9512881000977e-13	1.1543819973859998e-06
1069	2.8863183592976997e-13	1.1555352566859997e-06
1070	3.2009547976976997e-13	1.1565775717859997e-06
